rus_id,procedure,outcome,condition,rating
RUS_0135,Fair,Gain,Fair_Gain,6
RUS_0135,Unfair,Loss,Unfair_Loss,6
RUS_0135,Unfair,Gain,Unfair_Gain,7
RUS_0136,Fair,Loss,Fair_Loss,3
RUS_0136,Fair,Gain,Fair_Gain,6
RUS_0136,Unfair,Loss,Unfair_Loss,6
RUS_0136,Unfair,Gain,Unfair_Gain,7
RUS_0137,Fair,Loss,Fair_Loss,3
RUS_0137,Fair,Gain,Fair_Gain,6
RUS_0137,Unfair,Loss,Unfair_Loss,5
RUS_0137,Unfair,Gain,Unfair_Gain,7
RUS_0138,Fair,Loss,Fair_Loss,3
RUS_0138,Fair,Gain,Fair_Gain,6
RUS_0138,Unfair,Loss,Unfair_Loss,6
RUS_0138,Unfair,Gain,Unfair_Gain,7
RUS_0139,Fair,Loss,Fair_Loss,4
RUS_0139,Fair,Gain,Fair_Gain,6
RUS_0139,Unfair,Loss,Unfair_Loss,5
RUS_0139,Unfair,Gain,Unfair_Gain,6
RUS_0140,Fair,Loss,Fair_Loss,4
RUS_0140,Fair,Gain,Fair_Gain,6
RUS_0140,Unfair,Loss,Unfair_Loss,6
RUS_0140,Unfair,Gain,Unfair_Gain,7
RUS_0141,Fair,Loss,Fair_Loss,3
RUS_0141,Fair,Gain,Fair_Gain,6
RUS_0141,Unfair,Loss,Unfair_Loss,6
RUS_0141,Unfair,Gain,Unfair_Gain,7
RUS_0142,Fair,Loss,Fair_Loss,3
RUS_0142,Fair,Gain,Fair_Gain,7
RUS_0142,Unfair,Loss,Unfair_Loss,5
RUS_0142,Unfair,Gain,Unfair_Gain,7
RUS_0143,Fair,Loss,Fair_Loss,3
RUS_0143,Fair,Gain,Fair_Gain,6
RUS_0143,Unfair,Loss,Unfair_Loss,5
RUS_0143,Unfair,Gain,Unfair_Gain,7
RUS_0144,Fair,Loss,Fair_Loss,3
RUS_0144,Fair,Gain,Fair_Gain,5
RUS_0144,Unfair,Loss,Unfair_Loss,5
RUS_0144,Unfair,Gain,Unfair_Gain,6
RUS_0145,Fair,Loss,Fair_Loss,3
RUS_0145,Fair,Gain,Fair_Gain,6
RUS_0145,Unfair,Loss,Unfair_Loss,5
RUS_0145,Unfair,Gain,Unfair_Gain,7
RUS_0146,Fair,Loss,Fair_Loss,4
RUS_0146,Fair,Gain,Fair_Gain,6
RUS_0146,Unfair,Loss,Unfair_Loss,5
RUS_0146,Unfair,Gain,Unfair_Gain,7
RUS_0147,Fair,Loss,Fair_Loss,4
RUS_0147,Fair,Gain,Fair_Gain,6
RUS_0147,Unfair,Loss,Unfair_Loss,6
RUS_0147,Unfair,Gain,Unfair_Gain,6
RUS_0148,Fair,Loss,Fair_Loss,5
RUS_0148,Fair,Gain,Fair_Gain,6
RUS_0148,Unfair,Loss,Unfair_Loss,6
RUS_0148,Unfair,Gain,Unfair_Gain,7
RUS_0149,Fair,Loss,Fair_Loss,3
RUS_0149,Fair,Gain,Fair_Gain,7
RUS_0149,Unfair,Loss,Unfair_Loss,5
RUS_0149,Unfair,Gain,Unfair_Gain,7
RUS_0150,Fair,Loss,Fair_Loss,3
RUS_0150,Fair,Gain,Fair_Gain,6
RUS_0150,Unfair,Loss,Unfair_Loss,5
RUS_0150,Unfair,Gain,Unfair_Gain,7
RUS_0151,Fair,Loss,Fair_Loss,4
RUS_0151,Fair,Gain,Fair_Gain,6
RUS_0151,Unfair,Loss,Unfair_Loss,6
RUS_0151,Unfair,Gain,Unfair_Gain,7
RUS_0152,Fair,Loss,Fair_Loss,4
RUS_0152,Fair,Gain,Fair_Gain,6
RUS_0152,Unfair,Loss,Unfair_Loss,6
RUS_0152,Unfair,Gain,Unfair_Gain,7
RUS_0153,Fair,Loss,Fair_Loss,3
RUS_0153,Fair,Gain,Fair_Gain,6
RUS_0153,Unfair,Loss,Unfair_Loss,6
RUS_0153,Unfair,Gain,Unfair_Gain,7
RUS_0154,Fair,Loss,Fair_Loss,4
RUS_0154,Fair,Gain,Fair_Gain,6
RUS_0154,Unfair,Loss,Unfair_Loss,5
RUS_0154,Unfair,Gain,Unfair_Gain,7
RUS_0155,Fair,Loss,Fair_Loss,3
RUS_0155,Fair,Gain,Fair_Gain,6
RUS_0155,Unfair,Loss,Unfair_Loss,6
RUS_0155,Unfair,Gain,Unfair_Gain,7
RUS_0156,Fair,Loss,Fair_Loss,5
RUS_0156,Fair,Gain,Fair_Gain,6
RUS_0156,Unfair,Loss,Unfair_Loss,6
RUS_0156,Unfair,Gain,Unfair_Gain,7
RUS_0157,Fair,Loss,Fair_Loss,4
RUS_0157,Fair,Gain,Fair_Gain,6
RUS_0157,Unfair,Loss,Unfair_Loss,6
RUS_0157,Unfair,Gain,Unfair_Gain,7
RUS_0158,Fair,Loss,Fair_Loss,3
RUS_0158,Fair,Gain,Fair_Gain,6
RUS_0158,Unfair,Loss,Unfair_Loss,4
RUS_0158,Unfair,Gain,Unfair_Gain,6
RUS_0159,Fair,Loss,Fair_Loss,5
RUS_0159,Fair,Gain,Fair_Gain,6
RUS_0159,Unfair,Loss,Unfair_Loss,6
RUS_0159,Unfair,Gain,Unfair_Gain,7
RUS_0160,Fair,Loss,Fair_Loss,2
RUS_0160,Fair,Gain,Fair_Gain,6
RUS_0160,Unfair,Loss,Unfair_Loss,5
RUS_0160,Unfair,Gain,Unfair_Gain,6
RUS_0161,Fair,Loss,Fair_Loss,5
RUS_0161,Fair,Gain,Fair_Gain,6
RUS_0161,Unfair,Loss,Unfair_Loss,6
RUS_0161,Unfair,Gain,Unfair_Gain,7
RUS_0162,Fair,Loss,Fair_Loss,5
RUS_0162,Fair,Gain,Fair_Gain,6
RUS_0162,Unfair,Loss,Unfair_Loss,6
RUS_0162,Unfair,Gain,Unfair_Gain,7
RUS_0163,Fair,Loss,Fair_Loss,5
RUS_0163,Fair,Gain,Fair_Gain,6
RUS_0163,Unfair,Loss,Unfair_Loss,6
RUS_0163,Unfair,Gain,Unfair_Gain,7
RUS_0164,Fair,Loss,Fair_Loss,3
RUS_0164,Fair,Gain,Fair_Gain,6
RUS_0164,Unfair,Loss,Unfair_Loss,6
RUS_0164,Unfair,Gain,Unfair_Gain,7
RUS_0165,Fair,Loss,Fair_Loss,3
RUS_0165,Fair,Gain,Fair_Gain,6
RUS_0165,Unfair,Loss,Unfair_Loss,3
RUS_0165,Unfair,Gain,Unfair_Gain,7
RUS_0166,Fair,Loss,Fair_Loss,5
RUS_0166,Fair,Gain,Fair_Gain,6
RUS_0166,Unfair,Loss,Unfair_Loss,6
RUS_0166,Unfair,Gain,Unfair_Gain,7
RUS_0167,Fair,Loss,Fair_Loss,4
RUS_0167,Fair,Gain,Fair_Gain,6
RUS_0167,Unfair,Loss,Unfair_Loss,6
RUS_0167,Unfair,Gain,Unfair_Gain,6
RUS_0168,Fair,Loss,Fair_Loss,3
RUS_0168,Fair,Gain,Fair_Gain,6
RUS_0168,Unfair,Loss,Unfair_Loss,6
RUS_0168,Unfair,Gain,Unfair_Gain,7
RUS_0169,Fair,Loss,Fair_Loss,4
RUS_0169,Fair,Gain,Fair_Gain,6
RUS_0169,Unfair,Loss,Unfair_Loss,5
RUS_0169,Unfair,Gain,Unfair_Gain,7
RUS_0170,Fair,Loss,Fair_Loss,3
RUS_0170,Fair,Gain,Fair_Gain,6
RUS_0170,Unfair,Loss,Unfair_Loss,6
RUS_0170,Unfair,Gain,Unfair_Gain,6
RUS_0171,Fair,Loss,Fair_Loss,4
RUS_0171,Fair,Gain,Fair_Gain,6
RUS_0171,Unfair,Loss,Unfair_Loss,6
RUS_0171,Unfair,Gain,Unfair_Gain,7
RUS_0172,Fair,Loss,Fair_Loss,3
RUS_0172,Fair,Gain,Fair_Gain,6
RUS_0172,Unfair,Loss,Unfair_Loss,6
RUS_0172,Unfair,Gain,Unfair_Gain,7
RUS_0173,Fair,Loss,Fair_Loss,4
RUS_0173,Fair,Gain,Fair_Gain,6
RUS_0173,Unfair,Loss,Unfair_Loss,6
RUS_0173,Unfair,Gain,Unfair_Gain,7
RUS_0174,Fair,Loss,Fair_Loss,3
RUS_0174,Fair,Gain,Fair_Gain,7
RUS_0174,Unfair,Loss,Unfair_Loss,6
RUS_0174,Unfair,Gain,Unfair_Gain,7
RUS_0175,Fair,Loss,Fair_Loss,3
RUS_0175,Fair,Gain,Fair_Gain,6
RUS_0175,Unfair,Loss,Unfair_Loss,6
RUS_0175,Unfair,Gain,Unfair_Gain,7
RUS_0176,Fair,Loss,Fair_Loss,5
RUS_0176,Fair,Gain,Fair_Gain,6
RUS_0176,Unfair,Loss,Unfair_Loss,6
RUS_0176,Unfair,Gain,Unfair_Gain,7
RUS_0177,Fair,Loss,Fair_Loss,3
RUS_0177,Fair,Gain,Fair_Gain,6
RUS_0177,Unfair,Loss,Unfair_Loss,5
RUS_0177,Unfair,Gain,Unfair_Gain,7
RUS_0178,Fair,Loss,Fair_Loss,4
RUS_0178,Fair,Gain,Fair_Gain,5
RUS_0178,Unfair,Loss,Unfair_Loss,6
RUS_0178,Unfair,Gain,Unfair_Gain,6
RUS_0179,Fair,Loss,Fair_Loss,4
RUS_0179,Fair,Gain,Fair_Gain,6
RUS_0179,Unfair,Loss,Unfair_Loss,6
RUS_0179,Unfair,Gain,Unfair_Gain,7
RUS_0180,Fair,Loss,Fair_Loss,4
RUS_0180,Fair,Gain,Fair_Gain,6
RUS_0180,Unfair,Loss,Unfair_Loss,6
RUS_0180,Unfair,Gain,Unfair_Gain,6
RUS_0181,Fair,Loss,Fair_Loss,4
RUS_0181,Fair,Gain,Fair_Gain,6
RUS_0181,Unfair,Loss,Unfair_Loss,6
RUS_0181,Unfair,Gain,Unfair_Gain,7
RUS_0182,Fair,Loss,Fair_Loss,5
RUS_0182,Fair,Gain,Fair_Gain,6
RUS_0182,Unfair,Loss,Unfair_Loss,6
RUS_0182,Unfair,Gain,Unfair_Gain,7
RUS_0183,Fair,Loss,Fair_Loss,5
RUS_0183,Fair,Gain,Fair_Gain,6
RUS_0183,Unfair,Loss,Unfair_Loss,6
RUS_0183,Unfair,Gain,Unfair_Gain,7
RUS_0184,Fair,Loss,Fair_Loss,3
RUS_0184,Fair,Gain,Fair_Gain,5
RUS_0184,Unfair,Loss,Unfair_Loss,5
RUS_0184,Unfair,Gain,Unfair_Gain,6
RUS_0185,Fair,Loss,Fair_Loss,4
RUS_0185,Fair,Gain,Fair_Gain,6
RUS_0185,Unfair,Loss,Unfair_Loss,6
RUS_0185,Unfair,Gain,Unfair_Gain,7
RUS_0186,Fair,Loss,Fair_Loss,3
RUS_0186,Fair,Gain,Fair_Gain,6
RUS_0186,Unfair,Loss,Unfair_Loss,4
RUS_0186,Unfair,Gain,Unfair_Gain,6
RUS_0187,Fair,Loss,Fair_Loss,3
RUS_0187,Fair,Gain,Fair_Gain,6
RUS_0187,Unfair,Loss,Unfair_Loss,5
RUS_0187,Unfair,Gain,Unfair_Gain,7
RUS_0188,Fair,Loss,Fair_Loss,4
RUS_0188,Fair,Gain,Fair_Gain,6
RUS_0188,Unfair,Loss,Unfair_Loss,5
RUS_0188,Unfair,Gain,Unfair_Gain,7
RUS_0189,Fair,Loss,Fair_Loss,4
RUS_0189,Fair,Gain,Fair_Gain,6
RUS_0189,Unfair,Loss,Unfair_Loss,6
RUS_0189,Unfair,Gain,Unfair_Gain,7
RUS_0190,Fair,Loss,Fair_Loss,3
RUS_0190,Fair,Gain,Fair_Gain,6
RUS_0190,Unfair,Loss,Unfair_Loss,5
RUS_0190,Unfair,Gain,Unfair_Gain,6
RUS_0191,Fair,Loss,Fair_Loss,4
RUS_0191,Fair,Gain,Fair_Gain,6
RUS_0191,Unfair,Loss,Unfair_Loss,6
RUS_0191,Unfair,Gain,Unfair_Gain,6
RUS_0192,Fair,Loss,Fair_Loss,3
RUS_0192,Fair,Gain,Fair_Gain,6
RUS_0192,Unfair,Loss,Unfair_Loss,6
RUS_0192,Unfair,Gain,Unfair_Gain,7
RUS_0193,Fair,Loss,Fair_Loss,5
RUS_0193,Fair,Gain,Fair_Gain,6
RUS_0193,Unfair,Loss,Unfair_Loss,5
RUS_0193,Unfair,Gain,Unfair_Gain,6
RUS_0194,Fair,Loss,Fair_Loss,3
RUS_0194,Fair,Gain,Fair_Gain,6
RUS_0194,Unfair,Loss,Unfair_Loss,6
RUS_0194,Unfair,Gain,Unfair_Gain,6
RUS_0195,Fair,Loss,Fair_Loss,4
RUS_0195,Fair,Gain,Fair_Gain,6
RUS_0195,Unfair,Loss,Unfair_Loss,5
RUS_0195,Unfair,Gain,Unfair_Gain,7
RUS_0196,Fair,Loss,Fair_Loss,3
RUS_0196,Fair,Gain,Fair_Gain,7
RUS_0196,Unfair,Loss,Unfair_Loss,6
RUS_0196,Unfair,Gain,Unfair_Gain,7
RUS_0197,Fair,Loss,Fair_Loss,5
RUS_0197,Fair,Gain,Fair_Gain,6
RUS_0197,Unfair,Loss,Unfair_Loss,6
RUS_0197,Unfair,Gain,Unfair_Gain,7
RUS_0198,Fair,Loss,Fair_Loss,5
RUS_0198,Fair,Gain,Fair_Gain,6
RUS_0198,Unfair,Loss,Unfair_Loss,6
RUS_0198,Unfair,Gain,Unfair_Gain,7
RUS_0199,Fair,Loss,Fair_Loss,3
RUS_0199,Fair,Gain,Fair_Gain,6
RUS_0199,Unfair,Loss,Unfair_Loss,5
RUS_0199,Unfair,Gain,Unfair_Gain,7
RUS_0200,Fair,Loss,Fair_Loss,5
RUS_0200,Fair,Gain,Fair_Gain,6
RUS_0200,Unfair,Loss,Unfair_Loss,6
RUS_0200,Unfair,Gain,Unfair_Gain,7
RUS_0201,Fair,Loss,Fair_Loss,5
RUS_0201,Fair,Gain,Fair_Gain,6
RUS_0201,Unfair,Loss,Unfair_Loss,5
RUS_0201,Unfair,Gain,Unfair_Gain,7
RUS_0202,Fair,Loss,Fair_Loss,5
RUS_0202,Fair,Gain,Fair_Gain,6
RUS_0202,Unfair,Loss,Unfair_Loss,7
RUS_0202,Unfair,Gain,Unfair_Gain,7
RUS_0203,Fair,Loss,Fair_Loss,5
RUS_0203,Fair,Gain,Fair_Gain,6
RUS_0203,Unfair,Loss,Unfair_Loss,6
RUS_0203,Unfair,Gain,Unfair_Gain,7
RUS_0204,Fair,Loss,Fair_Loss,2
RUS_0204,Fair,Gain,Fair_Gain,6
RUS_0204,Unfair,Loss,Unfair_Loss,3
RUS_0204,Unfair,Gain,Unfair_Gain,7
RUS_0205,Fair,Loss,Fair_Loss,3
RUS_0205,Fair,Gain,Fair_Gain,6
RUS_0205,Unfair,Loss,Unfair_Loss,5
RUS_0205,Unfair,Gain,Unfair_Gain,6
RUS_0206,Fair,Loss,Fair_Loss,3
RUS_0206,Fair,Gain,Fair_Gain,6
RUS_0206,Unfair,Loss,Unfair_Loss,6
RUS_0206,Unfair,Gain,Unfair_Gain,7
RUS_0207,Fair,Loss,Fair_Loss,4
RUS_0207,Fair,Gain,Fair_Gain,6
RUS_0207,Unfair,Loss,Unfair_Loss,7
RUS_0207,Unfair,Gain,Unfair_Gain,7
RUS_0208,Fair,Loss,Fair_Loss,3
RUS_0208,Fair,Gain,Fair_Gain,7
RUS_0208,Unfair,Loss,Unfair_Loss,5
RUS_0208,Unfair,Gain,Unfair_Gain,7
RUS_0209,Fair,Loss,Fair_Loss,4
RUS_0209,Fair,Gain,Fair_Gain,6
RUS_0209,Unfair,Loss,Unfair_Loss,6
RUS_0209,Unfair,Gain,Unfair_Gain,7
RUS_0210,Fair,Loss,Fair_Loss,3
RUS_0210,Fair,Gain,Fair_Gain,6
RUS_0210,Unfair,Loss,Unfair_Loss,6
RUS_0210,Unfair,Gain,Unfair_Gain,7
RUS_0211,Fair,Loss,Fair_Loss,3
RUS_0211,Fair,Gain,Fair_Gain,6
RUS_0211,Unfair,Loss,Unfair_Loss,7
RUS_0211,Unfair,Gain,Unfair_Gain,7
RUS_0212,Fair,Loss,Fair_Loss,5
RUS_0212,Fair,Gain,Fair_Gain,6
RUS_0212,Unfair,Loss,Unfair_Loss,6
RUS_0212,Unfair,Gain,Unfair_Gain,7
RUS_0213,Fair,Loss,Fair_Loss,4
RUS_0213,Fair,Gain,Fair_Gain,6
RUS_0213,Unfair,Loss,Unfair_Loss,6
RUS_0213,Unfair,Gain,Unfair_Gain,7
RUS_0214,Fair,Loss,Fair_Loss,4
RUS_0214,Fair,Gain,Fair_Gain,6
RUS_0214,Unfair,Loss,Unfair_Loss,6
RUS_0214,Unfair,Gain,Unfair_Gain,7
RUS_0215,Fair,Loss,Fair_Loss,3
RUS_0215,Fair,Gain,Fair_Gain,6
RUS_0215,Unfair,Loss,Unfair_Loss,5
RUS_0215,Unfair,Gain,Unfair_Gain,7
RUS_0216,Fair,Loss,Fair_Loss,5
RUS_0216,Fair,Gain,Fair_Gain,6
RUS_0216,Unfair,Loss,Unfair_Loss,6
RUS_0216,Unfair,Gain,Unfair_Gain,7
RUS_0217,Fair,Loss,Fair_Loss,3
RUS_0217,Fair,Gain,Fair_Gain,6
RUS_0217,Unfair,Loss,Unfair_Loss,6
RUS_0217,Unfair,Gain,Unfair_Gain,7
RUS_0218,Fair,Loss,Fair_Loss,2
RUS_0218,Fair,Gain,Fair_Gain,6
RUS_0218,Unfair,Loss,Unfair_Loss,3
RUS_0218,Unfair,Gain,Unfair_Gain,7
RUS_0219,Fair,Loss,Fair_Loss,4
RUS_0219,Fair,Gain,Fair_Gain,6
RUS_0219,Unfair,Loss,Unfair_Loss,6
RUS_0219,Unfair,Gain,Unfair_Gain,7
RUS_0220,Fair,Loss,Fair_Loss,4
RUS_0220,Fair,Gain,Fair_Gain,6
RUS_0220,Unfair,Loss,Unfair_Loss,6
RUS_0220,Unfair,Gain,Unfair_Gain,7
RUS_0221,Fair,Loss,Fair_Loss,4
RUS_0221,Fair,Gain,Fair_Gain,6
RUS_0221,Unfair,Loss,Unfair_Loss,6
RUS_0221,Unfair,Gain,Unfair_Gain,7
RUS_0222,Fair,Loss,Fair_Loss,4
RUS_0222,Fair,Gain,Fair_Gain,6
RUS_0222,Unfair,Loss,Unfair_Loss,6
RUS_0222,Unfair,Gain,Unfair_Gain,7
RUS_0223,Fair,Loss,Fair_Loss,4
RUS_0223,Fair,Gain,Fair_Gain,6
RUS_0223,Unfair,Loss,Unfair_Loss,6
RUS_0223,Unfair,Gain,Unfair_Gain,7
RUS_0224,Fair,Loss,Fair_Loss,3
RUS_0224,Fair,Gain,Fair_Gain,6
RUS_0224,Unfair,Loss,Unfair_Loss,5
RUS_0224,Unfair,Gain,Unfair_Gain,7
RUS_0225,Fair,Loss,Fair_Loss,5
RUS_0225,Fair,Gain,Fair_Gain,6
RUS_0225,Unfair,Loss,Unfair_Loss,6
RUS_0225,Unfair,Gain,Unfair_Gain,7
RUS_0226,Fair,Loss,Fair_Loss,3
RUS_0226,Fair,Gain,Fair_Gain,6
RUS_0226,Unfair,Loss,Unfair_Loss,4
RUS_0226,Unfair,Gain,Unfair_Gain,6
RUS_0227,Fair,Loss,Fair_Loss,4
RUS_0227,Fair,Gain,Fair_Gain,6
RUS_0227,Unfair,Loss,Unfair_Loss,5
RUS_0227,Unfair,Gain,Unfair_Gain,6
RUS_0228,Fair,Loss,Fair_Loss,3
RUS_0228,Fair,Gain,Fair_Gain,6
RUS_0228,Unfair,Loss,Unfair_Loss,6
RUS_0228,Unfair,Gain,Unfair_Gain,6
RUS_0229,Fair,Loss,Fair_Loss,4
RUS_0229,Fair,Gain,Fair_Gain,6
RUS_0229,Unfair,Loss,Unfair_Loss,6
RUS_0229,Unfair,Gain,Unfair_Gain,7
RUS_0230,Fair,Loss,Fair_Loss,3
RUS_0230,Fair,Gain,Fair_Gain,6
RUS_0230,Unfair,Loss,Unfair_Loss,5
RUS_0230,Unfair,Gain,Unfair_Gain,6
RUS_0231,Fair,Loss,Fair_Loss,3
RUS_0231,Fair,Gain,Fair_Gain,6
RUS_0231,Unfair,Loss,Unfair_Loss,6
RUS_0231,Unfair,Gain,Unfair_Gain,7
RUS_0232,Fair,Loss,Fair_Loss,3
RUS_0232,Fair,Gain,Fair_Gain,6
RUS_0232,Unfair,Loss,Unfair_Loss,6
RUS_0232,Unfair,Gain,Unfair_Gain,7
RUS_0233,Fair,Loss,Fair_Loss,4
RUS_0233,Fair,Gain,Fair_Gain,6
RUS_0233,Unfair,Loss,Unfair_Loss,5
RUS_0233,Unfair,Gain,Unfair_Gain,7
RUS_0234,Fair,Loss,Fair_Loss,5
RUS_0234,Fair,Gain,Fair_Gain,6
RUS_0234,Unfair,Loss,Unfair_Loss,6
RUS_0234,Unfair,Gain,Unfair_Gain,7
RUS_0235,Fair,Loss,Fair_Loss,5
RUS_0235,Fair,Gain,Fair_Gain,7
RUS_0235,Unfair,Loss,Unfair_Loss,6
RUS_0235,Unfair,Gain,Unfair_Gain,7
RUS_0236,Fair,Loss,Fair_Loss,3
RUS_0236,Fair,Gain,Fair_Gain,6
RUS_0236,Unfair,Loss,Unfair_Loss,6
RUS_0236,Unfair,Gain,Unfair_Gain,7
RUS_0237,Fair,Loss,Fair_Loss,3
RUS_0237,Fair,Gain,Fair_Gain,5
RUS_0237,Unfair,Loss,Unfair_Loss,5
RUS_0237,Unfair,Gain,Unfair_Gain,6
RUS_0238,Fair,Loss,Fair_Loss,5
RUS_0238,Fair,Gain,Fair_Gain,6
RUS_0238,Unfair,Loss,Unfair_Loss,6
RUS_0238,Unfair,Gain,Unfair_Gain,7
RUS_0239,Fair,Loss,Fair_Loss,3
RUS_0239,Fair,Gain,Fair_Gain,6
RUS_0239,Unfair,Loss,Unfair_Loss,6
RUS_0239,Unfair,Gain,Unfair_Gain,7
RUS_0240,Fair,Loss,Fair_Loss,3
RUS_0240,Fair,Gain,Fair_Gain,6
RUS_0240,Unfair,Loss,Unfair_Loss,5
RUS_0240,Unfair,Gain,Unfair_Gain,7
RUS_0241,Fair,Loss,Fair_Loss,4
RUS_0241,Fair,Gain,Fair_Gain,6
RUS_0241,Unfair,Loss,Unfair_Loss,6
RUS_0241,Unfair,Gain,Unfair_Gain,6
RUS_0242,Fair,Loss,Fair_Loss,4
RUS_0242,Fair,Gain,Fair_Gain,6
RUS_0242,Unfair,Loss,Unfair_Loss,5
RUS_0242,Unfair,Gain,Unfair_Gain,7
RUS_0243,Fair,Loss,Fair_Loss,4
RUS_0243,Fair,Gain,Fair_Gain,6
RUS_0243,Unfair,Loss,Unfair_Loss,5
RUS_0243,Unfair,Gain,Unfair_Gain,7
RUS_0244,Fair,Loss,Fair_Loss,4
RUS_0244,Fair,Gain,Fair_Gain,6
RUS_0244,Unfair,Loss,Unfair_Loss,6
RUS_0244,Unfair,Gain,Unfair_Gain,7
RUS_0245,Fair,Loss,Fair_Loss,3
RUS_0245,Fair,Gain,Fair_Gain,6
RUS_0245,Unfair,Loss,Unfair_Loss,6
RUS_0245,Unfair,Gain,Unfair_Gain,7
RUS_0246,Fair,Loss,Fair_Loss,5
RUS_0246,Fair,Gain,Fair_Gain,6
RUS_0246,Unfair,Loss,Unfair_Loss,6
RUS_0246,Unfair,Gain,Unfair_Gain,7
RUS_0247,Fair,Loss,Fair_Loss,2
RUS_0247,Fair,Gain,Fair_Gain,6
RUS_0247,Unfair,Loss,Unfair_Loss,6
RUS_0247,Unfair,Gain,Unfair_Gain,7
RUS_0248,Fair,Loss,Fair_Loss,5
RUS_0248,Fair,Gain,Fair_Gain,6
RUS_0248,Unfair,Loss,Unfair_Loss,6
RUS_0248,Unfair,Gain,Unfair_Gain,7
RUS_0249,Fair,Loss,Fair_Loss,3
RUS_0249,Fair,Gain,Fair_Gain,6
RUS_0249,Unfair,Loss,Unfair_Loss,5
RUS_0249,Unfair,Gain,Unfair_Gain,7
RUS_0250,Fair,Loss,Fair_Loss,4
RUS_0250,Fair,Gain,Fair_Gain,6
RUS_0250,Unfair,Loss,Unfair_Loss,6
RUS_0250,Unfair,Gain,Unfair_Gain,7
RUS_0251,Fair,Loss,Fair_Loss,4
RUS_0251,Fair,Gain,Fair_Gain,6
RUS_0251,Unfair,Loss,Unfair_Loss,6
RUS_0251,Unfair,Gain,Unfair_Gain,7
RUS_0252,Fair,Loss,Fair_Loss,5
RUS_0252,Fair,Gain,Fair_Gain,6
RUS_0252,Unfair,Loss,Unfair_Loss,6
RUS_0252,Unfair,Gain,Unfair_Gain,7
RUS_0253,Fair,Loss,Fair_Loss,3
RUS_0253,Fair,Gain,Fair_Gain,6
RUS_0253,Unfair,Loss,Unfair_Loss,5
RUS_0253,Unfair,Gain,Unfair_Gain,7
RUS_0254,Fair,Loss,Fair_Loss,4
RUS_0254,Fair,Gain,Fair_Gain,6
RUS_0254,Unfair,Loss,Unfair_Loss,6
RUS_0254,Unfair,Gain,Unfair_Gain,7
RUS_0255,Fair,Loss,Fair_Loss,3
RUS_0255,Fair,Gain,Fair_Gain,6
RUS_0255,Unfair,Loss,Unfair_Loss,5
RUS_0255,Unfair,Gain,Unfair_Gain,6
RUS_0256,Fair,Loss,Fair_Loss,2
RUS_0256,Fair,Gain,Fair_Gain,6
RUS_0256,Unfair,Loss,Unfair_Loss,4
RUS_0256,Unfair,Gain,Unfair_Gain,7
RUS_0257,Fair,Loss,Fair_Loss,3
RUS_0257,Fair,Gain,Fair_Gain,6
RUS_0257,Unfair,Loss,Unfair_Loss,6
RUS_0257,Unfair,Gain,Unfair_Gain,7
RUS_0258,Fair,Loss,Fair_Loss,4
RUS_0258,Fair,Gain,Fair_Gain,6
RUS_0258,Unfair,Loss,Unfair_Loss,6
RUS_0258,Unfair,Gain,Unfair_Gain,7
RUS_0259,Fair,Loss,Fair_Loss,3
RUS_0259,Fair,Gain,Fair_Gain,7
RUS_0259,Unfair,Loss,Unfair_Loss,6
RUS_0259,Unfair,Gain,Unfair_Gain,7
RUS_0260,Fair,Loss,Fair_Loss,4
RUS_0260,Fair,Gain,Fair_Gain,6
RUS_0260,Unfair,Loss,Unfair_Loss,6
RUS_0260,Unfair,Gain,Unfair_Gain,7
RUS_0261,Fair,Loss,Fair_Loss,5
RUS_0261,Fair,Gain,Fair_Gain,6
RUS_0261,Unfair,Loss,Unfair_Loss,5
RUS_0261,Unfair,Gain,Unfair_Gain,7
RUS_0262,Fair,Loss,Fair_Loss,3
RUS_0262,Fair,Gain,Fair_Gain,6
RUS_0262,Unfair,Loss,Unfair_Loss,5
RUS_0262,Unfair,Gain,Unfair_Gain,6
RUS_0263,Fair,Loss,Fair_Loss,5
RUS_0263,Fair,Gain,Fair_Gain,6
RUS_0263,Unfair,Loss,Unfair_Loss,6
RUS_0263,Unfair,Gain,Unfair_Gain,7
RUS_0264,Fair,Loss,Fair_Loss,4
RUS_0264,Fair,Gain,Fair_Gain,6
RUS_0264,Unfair,Loss,Unfair_Loss,6
RUS_0264,Unfair,Gain,Unfair_Gain,7
RUS_0265,Fair,Loss,Fair_Loss,5
RUS_0265,Fair,Gain,Fair_Gain,6
RUS_0265,Unfair,Loss,Unfair_Loss,6
RUS_0265,Unfair,Gain,Unfair_Gain,7
RUS_0266,Fair,Loss,Fair_Loss,4
RUS_0266,Fair,Gain,Fair_Gain,6
RUS_0266,Unfair,Loss,Unfair_Loss,6
RUS_0266,Unfair,Gain,Unfair_Gain,7
RUS_0267,Fair,Loss,Fair_Loss,5
RUS_0267,Fair,Gain,Fair_Gain,6
RUS_0267,Unfair,Loss,Unfair_Loss,6
RUS_0267,Unfair,Gain,Unfair_Gain,6
RUS_0268,Fair,Loss,Fair_Loss,4
RUS_0268,Fair,Gain,Fair_Gain,6
RUS_0268,Unfair,Loss,Unfair_Loss,6
RUS_0268,Unfair,Gain,Unfair_Gain,7
RUS_0269,Fair,Loss,Fair_Loss,4
RUS_0269,Fair,Gain,Fair_Gain,6
